Time	¦Á	¦Â	¦Ã	¦È	Ch1	Ch2	Ch3	Ch4	CH5	Ch6	Ch7
0.00596946	54.97693698	0.00573785	0.03960780	0.00000000	-0.16986534	-1.03201982	-2.30053954	-1.52219669	0.89355048	1.77193604	1.65398436	1345.31566112	1349.85454414	1160.92886813	
0.00660695	54.97708161	0.00574739	0.03942902	0.00000000	-0.16977594	-1.03199653	-2.30054288	-1.52214693	0.89358010	1.77192308	1.67349280	1345.31563630	1349.85492252	1160.92901649	
0.00725223	54.97722716	0.00575697	0.03924953	0.00000000	-0.16968653	-1.03197295	-2.30054590	-1.52209757	0.89360969	1.77191038	1.69299596	1345.31561199	1349.85530044	1160.92916467	
0.00790528	54.97737360	0.00576660	0.03906938	0.00000000	-0.16959714	-1.03194909	-2.30054858	-1.52204861	0.89363923	1.77189795	1.71248916	1345.31558826	1349.85567764	1160.92931253	
0.00856606	54.97752089	0.00577627	0.03888862	0.00000000	-0.16950778	-1.03192495	-2.30055094	-1.52200006	0.89366870	1.77188581	1.73196771	1345.31556514	1349.85605387	1160.92945995	
0.00923452	54.97766897	0.00578598	0.03870731	0.00000000	-0.16941848	-1.03190053	-2.30055297	-1.52195194	0.89369812	1.77187396	1.75142692	1345.31554271	1349.85642886	1160.92960681	
0.00991063	54.97781782	0.00579573	0.03852551	0.00000000	-0.16932926	-1.03187582	-2.30055466	-1.52190426	0.89372746	1.77186241	1.77086214	1345.31552101	1349.85680236	1160.92975296	
0.01059435	54.97796738	0.00580552	0.03834327	0.00000000	-0.16924016	-1.03185083	-2.30055602	-1.52185704	0.89375672	1.77185116	1.79026868	1345.31550010	1349.85717409	1160.92989829	
0.01128563	54.97811762	0.00581534	0.03816066	0.00000000	-0.16915118	-1.03182556	-2.30055704	-1.52181027	0.89378590	1.77184022	1.80964192	1345.31548003	1349.85754378	1160.93004264	
0.01198444	54.97826848	0.00582520	0.03797773	0.00000000	-0.16906236	-1.03180001	-2.30055771	-1.52176399	0.89381498	1.77182960	1.82897723	1345.31546087	1349.85791116	1160.93018589	
0.01269071	54.97841993	0.00583508	0.03779453	0.00000000	-0.16897372	-1.03177418	-2.30055804	-1.52171819	0.89384396	1.77181930	1.84826999	1345.31544267	1349.85827595	1160.93032790	
0.01340441	54.97857192	0.00584500	0.03761114	0.00000000	-0.16888528	-1.03174807	-2.30055803	-1.52167289	0.89387283	1.77180934	1.86751563	1345.31542549	1349.85863788	1160.93046853	
